feature	metadata	value	coef	stderr	N	N.not.0	pval	qval
Glycerol.Myristate	Fasting	Y	0.972602595398519	0.166939525850017	93	64	1.42470666600811e-07	9.01337917887085e-05
Linoleic.acid	Fasting	Y	0.843538615229884	0.149848615307406	93	93	2.9264218113217e-07	9.01337917887085e-05
Oleic.acid	Fasting	Y	0.852649757487686	0.151033466851641	93	93	2.88132763189666e-07	9.01337917887085e-05
Proline	Fasting	Y	-0.28516492926532	0.049227143427019	93	93	1.69327034694946e-07	9.01337917887085e-05
Uridine	Fasting	Y	0.393589871622793	0.070849354194183	93	93	4.36800908377122e-07	0.000107627743824123
Palmitic.acid	Fasting	Y	0.57795890368005	0.105360377824999	93	93	5.46231425263093e-07	0.000112159519320688
Fructose	Fasting	Y	-1.1633114869074	0.218339591632724	93	93	1.01620014104184e-06	0.000178851224823364
Norvaline	Gender	Male	0.41375910199758	0.0639652155491684	93	93	1.87216233938309e-06	0.000278307313205216
Palmitoleic.acid	Fasting	Y	0.682140864860911	0.132610912135595	93	93	2.03308913867447e-06	0.000278307313205216
X3.hydroxybutyric.acid	Fasting	Y	0.944196132329941	0.184632489991042	93	93	2.3820984740461e-06	0.000279701281680423
Docosahexaenoic.acid	Fasting	Y	0.623461165729198	0.121648562643094	93	93	2.49733287214663e-06	0.000279701281680423
Valine	Gender	Male	0.3709775477513	0.0593336264435779	93	93	2.76860911994974e-06	0.000284243869648173
N.Acetylglycine	Fasting	Y	0.379151252434075	0.076745056622137	93	93	5.24297282425972e-06	0.000496872501499075
Trigonelline	Fasting	Y	-0.960635681753781	0.205175781563015	93	93	1.3450281843729e-05	0.00118362480224815
acetyl.carnitine	Fasting	Y	0.42866303610112	0.0950431683133876	93	93	2.44168013559395e-05	0.00171994168345857
all.cis.4.7.10.13.16.Docosapentaenoic.acid	Fasting	Y	0.897575560627377	0.200271776854703	93	86	2.65250746637279e-05	0.00171994168345857
Arachidonic.acid	Fasting	Y	0.465821565752935	0.102501341964304	93	93	2.23595400763381e-05	0.00171994168345857
cis.11.Eicosenoic.acid	Fasting	Y	0.706189535302162	0.15688696729761	93	93	2.46824851825305e-05	0.00171994168345857
Proline	Gender	Male	0.366011290170194	0.0651747329726581	93	93	2.56479202817314e-05	0.00171994168345857
Propionyl.carnitine	Fasting	Y	-0.317380701142723	0.0707959167393666	93	93	2.80414179499445e-05	0.00172735134571658
Leucine	Gender	Male	0.340974723266286	0.0656235525138403	93	93	3.49342602418353e-05	0.00204947660085434
Sucrose	Fasting	Y	-1.0236311025907	0.233880862331757	93	70	3.99106170754034e-05	0.00223499455622259
Hexanoyl.carnitine	Fasting	Y	0.461176332204108	0.105919635823484	93	93	4.52570757148966e-05	0.00237631522853385
Xylose	Fasting	Y	-0.42148975071242	0.0970836539906656	93	93	4.62918551013087e-05	0.00237631522853385
Ximeninic.Acid	Fasting	Y	0.687191040410793	0.161401521470581	93	93	5.98481676748264e-05	0.00294931770301545
Octanoyl.carnitine	Fasting	Y	0.614040435427486	0.145527603479542	93	93	7.3516491804253e-05	0.00348355068857076
Isoleucine	Gender	Male	0.32605215248912	0.066808192260453	93	93	7.84130972546533e-05	0.00357796058584196
Caffeine	Fasting	Y	-0.771431808444761	0.184908647984038	93	93	8.58858006016521e-05	0.00377897522647269
Trigonelline	Age	Age	1.02042314799694	0.211815487637269	93	93	9.3436025667116e-05	0.00396942012489265
Linolenic.acid	Fasting	Y	0.690658492062316	0.168712278605741	93	93	0.000107446512562577	0.00441247011590318
Mannitol	Fasting	Y	-1.00905712719779	0.247158597141602	93	93	0.00011498427333097	0.00456969757237919
Deoxycarnitine	Gender	Male	0.457725454771467	0.093628532972146	93	93	0.00012146139398194	0.00467626366830467
Glycochenodeoxycholate	Fasting	Y	-1.3074380049901	0.323333680392655	93	76	0.000127496401213628	0.00475986564530879
X3..4.Hydroxyphenyl.Pyruvate	Fasting	Y	-0.573275943879733	0.143349339223847	93	93	0.000150104506193989	0.00543908093032338
cis.5.Dodecenoic.acid	Fasting	Y	0.785238886394163	0.197842242820053	93	90	0.000166412297853448	0.00585771288444137
X3.Hydroxyoctanoic.acid	Gender	Male	-0.594212460464896	0.135472780228722	93	93	0.000174827727803815	0.00597960699531653
X4.Guanidinobutanoate	Fasting	Y	-0.724016159021454	0.183270060396303	93	92	0.000179582352943759	0.00597960699531653
Myristic.acid	Fasting	Y	0.389923919970516	0.0994280762009409	93	93	0.00019811651812767	0.00642314606140236
Myristoleic.acid	Fasting	Y	0.442899429250719	0.113359706343951	93	93	0.000206499322907356	0.00652326066209906
Dimethylarginine	Fasting	Y	0.152872481510357	0.0396210819730677	93	93	0.000243038569927533	0.00748558795376801
X5.Z..8.Z..11.Z..Eicosatrienoic.Acid	Fasting	Y	0.60288039038767	0.159263271818867	93	92	0.000306131404150102	0.0091988753637299
Propionyl.carnitine	Gender	Male	0.717041905060714	0.168211276973275	93	93	0.00036264817471515	0.0106376797916444
Dopamine	Age	Age	0.0832332360807247	0.0225614122827631	93	93	0.00038904355033497	0.0111465500933182
cis.10.Nonadecenoic.acid	Fasting	Y	0.687173221908791	0.186191930225191	93	65	0.000426660454802622	0.0119464927344734
Homocysteine	Gender	Male	-0.719819150814538	0.176138594079538	93	93	0.000559988809040026	0.0153312491719403
Galacturonate	Age	Age	0.236179594450859	0.0596066643745765	93	93	0.000679607049156337	0.018201649664361
aminoadipate	Gender	Male	0.530359901699125	0.13733076866842	93	93	0.000877816241256589	0.0230099916857046
Pregnenolone.Sulfate	Age	Age	-0.46177508621974	0.119531431367969	93	38	0.000937679008527686	0.0240670945522106
Guanidinoacetate	Gender	Male	0.438284577052728	0.11358148673244	93	93	0.00101381044585606	0.0254900912100951
Myo.Inositol	Age	Age	0.123310533844153	0.0318512645583419	93	93	0.00108608108856456	0.0267610380222309
Paraxanthine	Age	Age	0.729197466800353	0.191968244218654	93	88	0.00119823119937113	0.0289455066201026
X9.Decenoic.acid	Fasting	Y	0.356068174541244	0.106235735758313	93	93	0.00130622950428476	0.0309475913322851
X14.Methylhexadecanoic.acid	Fasting	Y	0.302550800518259	0.0907907367466433	93	93	0.00134750168199253	0.0313230579663169
Monoethylmalonate	Age	Age	0.178275160421757	0.0540981929379324	93	93	0.00141770715947977	0.032344726305168
Bilirubin	Fasting	Y	1.85837402728221	0.564079582511014	93	45	0.00153734101326283	0.0344364386970874
