feature	metadata	value	coef	stderr	N	N.not.0	pval	qval
Linoleic.acid	Fasting	Y	0.809137144197596	0.143766721277512	94	94	2.72038935267279e-07	9.87645494907599e-05
Oleic.acid	Fasting	Y	0.818439388537264	0.146138064598355	94	94	3.20664121723247e-07	9.87645494907599e-05
Proline	Fasting	Y	-0.289020478716205	0.0486953861388066	94	94	8.84792153100045e-08	9.87645494907599e-05
Uridine	Fasting	Y	0.391494353419567	0.0689969044937294	94	94	2.57100828901454e-07	9.87645494907599e-05
Glycerol.Myristate	Fasting	Y	0.912767108390322	0.164534274036989	94	67	4.23254194805029e-07	0.000104289833599959
Palmitic.acid	Fasting	Y	0.55933936520002	0.102250919283086	94	94	5.49189175728774e-07	0.000112766844082975
X3.hydroxybutyric.acid	Fasting	Y	0.964490714209096	0.179954028067285	94	94	8.59889563554845e-07	0.000151340563185653
Docosahexaenoic.acid	Fasting	Y	0.627681533664228	0.119515662133024	94	94	1.47867606233356e-06	0.000207553000116181
Fructose	Fasting	Y	-1.10579706307278	0.214851809517452	94	94	2.0323342416832e-06	0.000207553000116181
N.Acetylglycine	Fasting	Y	0.397989611355129	0.0770282128834741	94	94	2.132067793052e-06	0.000207553000116181
Norvaline	Gender	Male	0.416350807247453	0.0654429805463093	94	94	2.19008847525191e-06	0.000207553000116181
Palmitoleic.acid	Fasting	Y	0.664407150226616	0.129262861714649	94	94	2.01261920302584e-06	0.000207553000116181
Trigonelline	Fasting	Y	-1.08105104818691	0.206372753245072	94	94	1.54319056382526e-06	0.000207553000116181
Valine	Gender	Male	0.367528358368267	0.0608794787787148	94	94	3.95944208067849e-06	0.000348430903099707
X3.Hydroxyoctanoic.acid	Gender	Male	-0.709471434336426	0.128129277793483	94	94	4.63247565385077e-06	0.000375610002740328
Propionyl.carnitine	Fasting	Y	-0.338834697532013	0.0685300921517558	94	94	4.87805198364062e-06	0.000375610002740328
Arachidonic.acid	Fasting	Y	0.487604556800538	0.102049591201132	94	94	9.10719778925235e-06	0.000660003980962288
Hexanoyl.carnitine	Fasting	Y	0.508837179816768	0.10950899735548	94	94	1.52315693619743e-05	0.00104251630299735
X3..4.Hydroxyphenyl.Pyruvate	Fasting	Y	-0.644257034822398	0.140726442806743	94	94	1.82712384951307e-05	0.00112969592894176
acetyl.carnitine	Fasting	Y	0.4244062167007	0.093067459888891	94	94	1.97475959128345e-05	0.00112969592894176
all.cis.4.7.10.13.16.Docosapentaenoic.acid	Fasting	Y	0.894997558354962	0.196678838665818	94	87	2.01731415882458e-05	0.00112969592894176
